# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator:  3.7.18, git
# Instrument: SimplePowderDiffractometer_generated.instr
# Ncount: 1000000
# Trace: no
# Gravitation: no
# Seed: 1790252253473048
# Directory: /home/0000-0002-6409-0469/testing/SimplePowderDiffractometer_copy/SimplePowderDiffractometer_generated
# Param: lambda0=1
# Param: dlambda=0.005
# Param: coll=120
# Param: container=0
# Param: sample=0
# Date: Thu Sep 24 14:17:34 2026 (1790252254)
# type: array_1d(400)
# Source: SimplePowderDiffractometer_generated (SimplePowderDiffractometer_generated.instr)
# component: Detector
# position: 0 0 3
# title: Longitude [deg] monitor
# Ncount: 1000000
# filename: detector.dat
# statistics: X0=52.7411; dX=21.9488;
# signal: Min=0; Max=210.893; Mean=20.3266;
# values: 8130.63 27.6515 170048
# xvar: th
# yvar: (I,I_err)
# xlabel: Longitude [deg]
# ylabel: Intensity [n/s/bin]
# xlimits: 20 100
# variables: th I I_err N
20.1 0 0 4 
20.3 0 0 1 
20.5 0 0 5 
20.7 0 0 5 
20.9 0 0 2 
21.1 0 0 8 
21.3 0 0 7 
21.5 0 0 1 
21.7 0 0 5 
21.9 0 0 2 
22.1 0 0 3 
22.3 0 0 3 
22.5 0 0 8 
22.7 0 0 3 
22.9 0 0 3 
23.1 0 0 3 
23.3 0 0 5 
23.5 0 0 8 
23.7 0 0 2 
23.9 0 0 8 
24.1 0 0 4 
24.3 0 0 0 
24.5 0 0 2 
24.7 0 0 6 
24.9 0 0 6 
25.1 0 0 7 
25.3 0 0 4 
25.5 0 0 4 
25.7 0 0 6 
25.9 0 0 5 
26.1 0.05650925133 0.0228553706 18 
26.3 0.8467502102 0.1387849935 55 
26.5 4.241071597 0.3937973753 143 
26.7 13.88269226 0.8119544655 349 
26.9 32.11495504 1.425206694 581 
27.1 54.7933569 2.132911036 747 
27.3 72.66077796 2.740648709 772 
27.5 104.3276587 3.65631048 879 
27.7 119.3391538 4.186895803 890 
27.9 150.849717 5.077742734 949 
28.1 188.0930061 6.049657835 1033 
28.3 210.8933605 6.70162512 1059 
28.5 209.548921 6.773333069 1027 
28.7 195.0614565 6.387407437 1007 
28.9 178.0294742 5.800755497 1023 
29.1 145.3374696 4.943419128 937 
29.3 119.6790563 4.152741891 917 
29.5 89.07929537 3.264490989 827 
29.7 68.69461473 2.614234171 767 
29.9 39.53638405 1.727327469 608 
30.1 23.4972236 1.173782636 475 
30.3 9.192202545 0.6278063584 267 
30.5 2.480100477 0.2770766226 109 
30.7 0.2742014859 0.06096043515 37 
30.9 1.005569909 0.1334420302 84 
31.1 4.589934033 0.3193105058 261 
31.3 10.52043855 0.5587660641 423 
31.5 20.87412787 0.9112567589 609 
31.7 34.11776414 1.31142339 758 
31.9 49.59055917 1.748926477 882 
32.1 58.5572437 2.06318963 873 
32.3 77.00907505 2.575407126 972 
32.5 92.64874804 3.01089705 1021 
32.7 108.1406281 3.451212725 1049 
32.9 106.6357673 3.545946076 971 
33.1 109.4270101 3.557032915 1024 
33.3 99.64823243 3.297242956 988 
33.5 85.34408642 2.878083406 968 
33.7 72.969898 2.501714021 940 
33.9 59.05143725 2.079685295 894 
34.1 43.16927355 1.625032655 795 
34.3 30.17543178 1.230908491 689 
34.5 19.46730152 0.8776747861 580 
34.7 9.591652416 0.5400900887 391 
34.9 3.225909713 0.2631273042 187 
35.1 0.6794345698 0.1039847285 59 
35.3 0.08455810675 0.0341749286 11 
35.5 0.0007509144653 0.0007915333461 9 
35.7 0 0 5 
35.9 0 0 4 
36.1 0 0 4 
36.3 0 0 4 
36.5 0 0 1 
36.7 0 0 3 
36.9 0 0 5 
37.1 0 0 2 
37.3 0 0 2 
37.5 0 0 5 
37.7 0 0 5 
37.9 0 0 3 
38.1 0 0 7 
38.3 0 0 6 
38.5 0 0 3 
38.7 0 0 7 
38.9 0 0 7 
39.1 0 0 5 
39.3 0 0 3 
39.5 0 0 4 
39.7 0 0 4 
39.9 0 0 5 
40.1 0 0 6 
40.3 0 0 1 
40.5 0 0 7 
40.7 0 0 5 
40.9 0 0 3 
41.1 0 0 0 
41.3 0 0 6 
41.5 0 0 5 
41.7 0 0 3 
41.9 0 0 5 
42.1 0 0 5 
42.3 0 0 3 
42.5 0 0 4 
42.7 0 0 5 
42.9 0 0 4 
43.1 0 0 4 
43.3 0 0 1 
43.5 0 0 3 
43.7 0 0 6 
43.9 0 0 3 
44.1 0 0 10 
44.3 0 0 8 
44.5 0 0 4 
44.7 0.01857079104 0.01195862916 6 
44.9 0.08847511005 0.02993466963 19 
45.1 0.6595521118 0.103897179 58 
45.3 2.587463586 0.2454993486 162 
45.5 6.840515686 0.4356194465 317 
45.7 12.47919564 0.6430986857 473 
45.9 20.74277505 0.9242948075 611 
46.1 34.56455465 1.321919994 791 
